3.453848773894203916e-02,5.466147909551742623e-02,4.434097396176341771e-02,6.617074006684946497e-01,4.261666862390069838e-02
5.881651898883390878e-02,3.639379148987148538e-02,4.422029081112659188e-02,7.016478068288473091e-01,4.330644046143175552e-02
7.016478068288473091e-01,7.227930054573357410e-02,6.617074006684946497e-01,5.324162107647751468e-02,7.464658122644279858e-02
1.617334888699707429e-01,1.152419919670473053e-01,1.469315717073171323e-01,7.746505220376578293e-01,1.956461723385009566e-01
6.356824311917884385e-02,9.689336978691152902e-02,5.444674784657917155e-02,5.993837724655264321e-01,6.283686189045933901e-02
1.893763102894616135e-01,8.726643210995538302e-02,9.912128998152362758e-02,8.366182756593840697e-01,7.963247845476324749e-02
2.959628035566538307e-01,4.360972258954590175e-01,2.089238064254257954e-01,2.676733453776108385e-01,2.090700760557329674e-01
1.373677523781287046e-01,1.725801929995647299e-01,7.497371213874231000e-01,1.842537239557874018e-01,2.456516059877718872e-01
6.317486953033908392e-01,5.976287201040025865e-01,5.187726183163466898e-01,4.874814298288096537e-01,4.670631822163834324e-01
7.278273896609688265e-01,3.394362738389691270e-01,5.706668815054991573e-01,4.308925704866387596e-01,4.967039360242398449e-01
6.286261017212543267e-01,5.706668815054991573e-01,4.670631822163834324e-01,4.733311007605855436e-01,3.313263551107843985e-01
2.286554756761074170e-01,1.929852598043848844e-01,1.829277962110696376e-01,7.795556150649745053e-01,2.531814383842324601e-01
7.278273896609688265e-01,5.788940295047347862e-01,4.510482212581680139e-01,6.286261017212543267e-01,4.874814298288096537e-01
3.225047712952002765e-01,7.795556150649745053e-01,1.928477132599629718e-01,1.945684758505906997e-01,1.893763102894616135e-01
4.569726973663233993e-01,5.401170166098967496e-01,6.317486953033908392e-01,7.035581335809704129e-01,4.967039360242398449e-01
4.569726973663233993e-01,2.439838946563662458e-01,1.945684758505906997e-01,2.222068671519092098e-01,1.087545892395317682e-01
4.510482212581680139e-01,4.713826214423585403e-01,4.733311007605855436e-01,7.035581335809704129e-01,5.187726183163466898e-01
1.200656824510734910e-01,2.297639066784825657e-01,5.801083275084770730e-01,7.488961778498990363e-01,1.148336582973485676e-01
2.853778499061060958e-01,1.042329958088686476e-01,9.127036980842895275e-02,7.488961778498990363e-01,1.161224785182732588e-01
7.406462647567781110e-02,2.258704010650065264e-01,5.801083275084770730e-01,7.963247845476324749e-02,8.055111557562133484e-02
2.321296557680209982e-01,7.145275893497924358e-01,1.290621885833147520e-01,1.141227777324359677e-01,1.099381135006186894e-01
1.444669913659575033e-01,2.382662327700959259e-01,2.321296557680209982e-01,1.364691346236363567e-01,4.102052558385692604e-01
5.314498340086894201e-02,5.930896423569917419e-02,4.089781486356530021e-02,2.658557461407462519e-02,1.699142312724236450e-02
4.102052558385692604e-01,1.221199666826507518e-01,1.011910703663807531e-01,1.033906262907478418e-01,7.145275893497924358e-01
